CV,Job Description,Model,Score,Top Skills
cv-00010.txt,job-00009.txt,Word2Vec,0.9828608614206313,"R (1.00), Kanban (0.33), Agile (0.33)"
cv-00010.txt,job-00009.txt,ChatGPT,0.4,"Agile (0.30), Scrum (0.30), ITIL (0.10)"
cv-00010.txt,job-00010.txt,BERT,0.9739431297779082,"R (1.00), Kanban (0.40), Agile (0.40)"
cv-00010.txt,job-00010.txt,Word2Vec,0.981964059472084,"R (1.00), Kanban (0.33), Agile (0.33)"
cv-00010.txt,job-00010.txt,ChatGPT,0.4,"Agile (0.30), Scrum (0.30), Gestion de projet (0.20)"
cv-00011.txt,job-00001.txt,BERT,1.0,"Kubernetes (1.00), Docker (0.98), DevOps (0.59)"
cv-00011.txt,job-00001.txt,Word2Vec,1.0,"Docker (1.00), Kubernetes (0.82), Français (0.52)"
cv-00011.txt,job-00001.txt,ChatGPT,0.4,"Docker (0.95), Kubernetes (0.95), CI/CD (0.60)"
cv-00011.txt,job-00002.txt,BERT,1.0,"Kubernetes (1.00), Docker (0.98), DevOps (0.59)"
cv-00011.txt,job-00002.txt,Word2Vec,1.0,"Docker (1.00), Kubernetes (0.81), Français (0.52)"
cv-00011.txt,job-00002.txt,ChatGPT,0.4,"Docker (0.95), Kubernetes (0.95), CI/CD (0.30)"
cv-00011.txt,job-00003.txt,BERT,1.0,"Kubernetes (1.00), Docker (0.98), DevOps (0.59)"
cv-00011.txt,job-00003.txt,Word2Vec,1.0,"Docker (1.00), Kubernetes (0.82), Français (0.52)"
cv-00011.txt,job-00003.txt,ChatGPT,0.2,"Docker (0.95), Kubernetes (0.95), CI/CD (0.30)"
cv-00011.txt,job-00004.txt,BERT,1.0,"Kubernetes (1.00), Docker (0.98), DevOps (0.59)"
cv-00011.txt,job-00004.txt,Word2Vec,1.0,"Docker (1.00), Kubernetes (0.82), Français (0.53)"
cv-00011.txt,job-00004.txt,ChatGPT,0.4,"Docker (0.95), Kubernetes (0.95), DevOps (0.65)"
cv-00011.txt,job-00005.txt,BERT,1.0,"Kubernetes (1.00), Docker (0.98), DevOps (0.60)"
cv-00011.txt,job-00005.txt,Word2Vec,1.0,"Docker (1.00), Kubernetes (0.83), Français (0.52)"
cv-00011.txt,job-00005.txt,ChatGPT,0.75,"Docker (0.95), Kubernetes (0.95), Terraform (0.80)"
cv-00011.txt,job-00006.txt,BERT,1.0,"Kubernetes (1.00), Docker (0.98), DevOps (0.59)"
cv-00011.txt,job-00006.txt,Word2Vec,1.0,"Docker (1.00), Kubernetes (0.82), Français (0.52)"
cv-00011.txt,job-00006.txt,ChatGPT,0.4,"Docker (0.95), Kubernetes (0.95), DevOps (0.65)"
cv-00011.txt,job-00007.txt,BERT,1.0,"Kubernetes (1.00), Docker (0.98), DevOps (0.59)"
cv-00011.txt,job-00007.txt,Word2Vec,1.0,"Docker (1.00), Kubernetes (0.81), Français (0.52)"
cv-00011.txt,job-00007.txt,ChatGPT,0.4,"Docker (0.95), Kubernetes (0.95), CI/CD (0.60)"
cv-00011.txt,job-00008.txt,BERT,1.0,"Kubernetes (1.00), Docker (0.99), DevOps (0.59)"
cv-00011.txt,job-00008.txt,Word2Vec,1.0,"Docker (1.00), Kubernetes (0.81), Français (0.52)"
cv-00011.txt,job-00008.txt,ChatGPT,0.4,"Docker (0.75), Kubernetes (0.75), CI/CD (0.30)"
cv-00011.txt,job-00009.txt,BERT,1.0,"Kubernetes (1.00), Docker (0.98), DevOps (0.59)"
cv-00011.txt,job-00009.txt,Word2Vec,1.0,"Docker (1.00), Kubernetes (0.83), Français (0.52)"
cv-00011.txt,job-00009.txt,ChatGPT,0.4,"Docker (0.95), Kubernetes (0.95), CI/CD (0.30)"
cv-00011.txt,job-00010.txt,BERT,1.0,"Kubernetes (1.00), Docker (0.98), DevOps (0.59)"
cv-00011.txt,job-00010.txt,Word2Vec,1.0,"Docker (1.00), Kubernetes (0.82), Français (0.52)"
cv-00011.txt,job-00010.txt,ChatGPT,0.4,"Docker (0.95), Kubernetes (0.95), CI/CD (0.30)"
cv-00012.txt,job-00001.txt,BERT,0.29190410077571866,"Analyse de données (1.00), Français (0.98), Machine Learning (0.98)"
cv-00012.txt,job-00001.txt,Word2Vec,0.2968235045671463,"Analyse de données (1.00), Français (0.87), Anglais (0.84)"
cv-00012.txt,job-00001.txt,ChatGPT,0.4,"Python (0.45), Analyse de données (0.30), R (0.10)"
cv-00012.txt,job-00002.txt,BERT,0.2903078019618988,"Analyse de données (1.00), Français (0.99), Machine Learning (0.98)"
cv-00012.txt,job-00002.txt,Word2Vec,0.29700966775417326,"Analyse de données (1.00), Français (0.88), Anglais (0.85)"
cv-00012.txt,job-00002.txt,ChatGPT,0.2,"Analyse de données (0.85), Python (0.50), R (0.30)"
cv-00012.txt,job-00003.txt,BERT,0.2891233205795288,"Analyse de données (1.00), Français (0.99), Go (0.98)"
cv-00012.txt,job-00003.txt,Word2Vec,0.2971413731575012,"Analyse de données (1.00), Français (0.87), Anglais (0.85)"
cv-00012.txt,job-00003.txt,ChatGPT,0.2,"Analyse de données (0.95), R (0.85), Excel (0.70)"
cv-00012.txt,job-00004.txt,BERT,0.2902239471673965,"Analyse de données (1.00), Français (0.99), Machine Learning (0.98)"
cv-00012.txt,job-00004.txt,Word2Vec,0.2968478143215179,"Analyse de données (1.00), Français (0.87), Anglais (0.83)"
cv-00012.txt,job-00004.txt,ChatGPT,0.2,"Python (0.75), Analyse de données (0.45), R (0.30)"
cv-00012.txt,job-00005.txt,BERT,0.2905562996864319,"Analyse de données (1.00), Français (0.99), Machine Learning (0.98)"
cv-00012.txt,job-00005.txt,Word2Vec,0.2975201994180679,"Analyse de données (1.00), Français (0.87), Anglais (0.84)"
cv-00012.txt,job-00005.txt,ChatGPT,0.2,"Python (0.85), Analyse de données (0.75), R (0.45)"
cv-00012.txt,job-00006.txt,BERT,0.29105593264102936,"Analyse de données (1.00), Français (0.98), Machine Learning (0.98)"
cv-00012.txt,job-00006.txt,Word2Vec,0.2977470517158508,"Analyse de données (1.00), Français (0.87), Anglais (0.83)"
cv-00012.txt,job-00006.txt,ChatGPT,0.2,"Python (0.85), Machine Learning (0.75), Analyse de données (0.60)"
cv-00012.txt,job-00007.txt,BERT,0.2879092276096344,"Analyse de données (1.00), Français (0.99), Go (0.98)"
cv-00012.txt,job-00007.txt,Word2Vec,0.296560075879097,"Analyse de données (1.00), Français (0.88), Anglais (0.85)"
cv-00012.txt,job-00007.txt,ChatGPT,0.2,"Java (0.95), SQL (0.70), Anglais (0.50)"
cv-00012.txt,job-00008.txt,BERT,0.2850772887468338,"Analyse de données (1.00), Français (0.99), Go (0.99)"
cv-00012.txt,job-00008.txt,Word2Vec,0.29548644125461576,"Analyse de données (1.00), Français (0.87), Anglais (0.85)"
cv-00012.txt,job-00008.txt,ChatGPT,0.2,"Analyse de données (0.75), Excel (0.50), R (0.30)"
cv-00012.txt,job-00009.txt,BERT,0.28910060226917267,"Analyse de données (1.00), Français (0.98), Go (0.97)"
cv-00012.txt,job-00009.txt,Word2Vec,0.2969282269477844,"Analyse de données (1.00), Français (0.86), Anglais (0.82)"
cv-00012.txt,job-00009.txt,ChatGPT,0.4,"Analyse de données (0.85), Python (0.75), SQL (0.30)"
cv-00012.txt,job-00010.txt,BERT,0.28948362171649933,"Analyse de données (1.00), Français (0.99), Machine Learning (0.98)"
cv-00012.txt,job-00010.txt,Word2Vec,0.29682078659534455,"Analyse de données (1.00), Français (0.87), Anglais (0.84)"
cv-00012.txt,job-00010.txt,ChatGPT,0.2,"C++ (0.70), Langage C++ (0.60), Anglais (0.50)"
cv-00013.txt,job-00001.txt,BERT,0.2931786775588989,"Français (1.00), C++ (0.99), Go (0.99)"
cv-00013.txt,job-00001.txt,Word2Vec,0.29555312991142274,"Français (1.00), Anglais (0.96), R (0.93)"
cv-00013.txt,job-00001.txt,ChatGPT,0.2,"Python (0.30), C++ (0.85), Git (0.10)"
cv-00013.txt,job-00002.txt,BERT,0.29311122894287106,"Français (1.00), C++ (0.99), Go (0.99)"
cv-00013.txt,job-00002.txt,Word2Vec,0.29509606361389157,"Français (1.00), Anglais (0.97), R (0.94)"
cv-00013.txt,job-00002.txt,ChatGPT,0.2,"C++ (0.95), Git (0.30), Agile (0.30)"
cv-00013.txt,job-00003.txt,BERT,0.29097774624824524,"Français (1.00), Go (0.99), R (0.99)"
cv-00013.txt,job-00003.txt,Word2Vec,0.29529807865619656,"Français (1.00), Anglais (0.97), R (0.96)"
cv-00013.txt,job-00003.txt,ChatGPT,0.2,"C++ (0.95), Marketing (0.30), Management (0.30)"
cv-00013.txt,job-00004.txt,BERT,0.29286845326423644,"Français (1.00), C++ (1.00), Go (0.99)"
cv-00013.txt,job-00004.txt,Word2Vec,0.29627196192741395,"Français (1.00), Anglais (0.96), R (0.92)"
cv-00013.txt,job-00004.txt,ChatGPT,0.4,"C++ (0.85), Python (0.40), Java (0.20)"
cv-00013.txt,job-00005.txt,BERT,0.2941745102405548,"Français (1.00), C++ (1.00), Go (0.99)"
cv-00013.txt,job-00005.txt,Word2Vec,0.2947622984647751,"Français (1.00), Anglais (0.96), R (0.96)"
cv-00013.txt,job-00005.txt,ChatGPT,0.2,"C++ (0.85), Git (0.30), Agile (0.00)"
cv-00013.txt,job-00006.txt,BERT,0.2936352789402008,"Français (1.00), C++ (0.99), Go (0.99)"
cv-00013.txt,job-00006.txt,Word2Vec,0.295867520570755,"Français (1.00), Anglais (0.96), R (0.95)"
cv-00013.txt,job-00006.txt,ChatGPT,0.2,"Python (0.85), Machine Learning (0.30), Développement Python (0.00)"
cv-00013.txt,job-00007.txt,BERT,0.29183884263038634,"Français (1.00), Java (0.99), C++ (0.99)"
cv-00013.txt,job-00007.txt,Word2Vec,0.29668688178062436,"Français (1.00), Anglais (0.97), R (0.93)"
cv-00013.txt,job-00007.txt,ChatGPT,0.2,"Java (0.85), Git (0.50), Agile (0.30)"
cv-00013.txt,job-00008.txt,BERT,0.28751503229141234,"Français (1.00), Go (1.00), R (1.00)"
cv-00013.txt,job-00008.txt,Word2Vec,0.2963259994983673,"Français (1.00), Anglais (0.97), R (0.91)"
cv-00013.txt,job-00008.txt,ChatGPT,0.2,"C++ (0.85), Marketing (0.30), Communication (0.30)"
cv-00013.txt,job-00009.txt,BERT,0.29000210165977475,"Français (1.00), Go (0.99), R (0.99)"
cv-00013.txt,job-00009.txt,Word2Vec,0.29641538858413696,"Français (1.00), Anglais (0.96), R (0.94)"
cv-00013.txt,job-00009.txt,ChatGPT,0.2,"C++ (0.95), Python (0.50), Git (0.30)"
cv-00013.txt,job-00010.txt,BERT,0.2937085747718811,"Français (1.00), C++ (1.00), Java (0.99)"
cv-00013.txt,job-00010.txt,Word2Vec,0.29626838564872743,"Français (1.00), Anglais (0.97), R (0.94)"
cv-00013.txt,job-00010.txt,ChatGPT,0.7,"C++ (0.95), Git (0.30), Agile (0.10)"
cv-00014.txt,job-00001.txt,BERT,0.5956610262393951,"R (1.00), Analyse de données (0.47), MySQL (0.46)"
cv-00014.txt,job-00001.txt,Word2Vec,0.595693776011467,"R (1.00), Analyse de données (0.56), Français (0.49)"
cv-00014.txt,job-00001.txt,ChatGPT,0.4,"SQL (0.85), Python (0.50), R (0.30)"
cv-00014.txt,job-00002.txt,BERT,0.5944437503814697,"R (1.00), Analyse de données (0.46), MySQL (0.46)"
cv-00014.txt,job-00002.txt,Word2Vec,0.5948334217071534,"R (1.00), Analyse de données (0.55), Français (0.48)"
cv-00014.txt,job-00002.txt,ChatGPT,0.2,"SQL (0.90), Power BI (0.80), Data Visualization (0.60)"
cv-00014.txt,job-00003.txt,BERT,0.5932200461626054,"R (1.00), Analyse de données (0.46), Big Data (0.46)"
cv-00014.txt,job-00003.txt,Word2Vec,0.5948700964450837,"R (1.00), Analyse de données (0.54), Français (0.48)"
cv-00014.txt,job-00003.txt,ChatGPT,0.2,"SQL (0.95), Power BI (0.85), Analyse de données (0.60)"
cv-00014.txt,job-00004.txt,BERT,0.5941722929477692,"R (1.00), Analyse de données (0.47), MySQL (0.46)"
cv-00014.txt,job-00004.txt,Word2Vec,0.5962002128362656,"R (1.00), Analyse de données (0.57), Français (0.49)"
cv-00014.txt,job-00004.txt,ChatGPT,0.2,"SQL (0.80), Python (0.50), Analyse de données (0.30)"
cv-00014.txt,job-00005.txt,BERT,0.5949967861175538,"R (1.00), Analyse de données (0.47), MySQL (0.47)"
cv-00014.txt,job-00005.txt,Word2Vec,0.5945955008268357,"R (1.00), Analyse de données (0.54), Français (0.47)"
cv-00014.txt,job-00005.txt,ChatGPT,0.4,"Python (0.00), SQL (0.00), Git (0.00)"
cv-00014.txt,job-00006.txt,BERT,0.5952062845230103,"R (1.00), Analyse de données (0.47), MySQL (0.46)"
cv-00014.txt,job-00006.txt,Word2Vec,0.5958437025547028,"R (1.00), Analyse de données (0.55), Français (0.48)"
cv-00014.txt,job-00006.txt,ChatGPT,0.2,"Python (0.90), SQL (0.60), Big Data (0.30)"
cv-00014.txt,job-00007.txt,BERT,0.5926614582538605,"R (1.00), Analyse de données (0.46), MySQL (0.46)"
cv-00014.txt,job-00007.txt,Word2Vec,0.5962102621793748,"R (1.00), Analyse de données (0.56), Français (0.49)"
cv-00014.txt,job-00007.txt,ChatGPT,0.4,"SQL (0.90), Power BI (0.80), Data Visualization (0.60)"
cv-00014.txt,job-00008.txt,BERT,0.5900791078805924,"R (1.00), Analyse de données (0.46), MySQL (0.46)"
cv-00014.txt,job-00008.txt,Word2Vec,0.5959234446287156,"R (1.00), Analyse de données (0.57), Français (0.50)"
cv-00014.txt,job-00008.txt,ChatGPT,0.2,"SQL (0.85), Power BI (0.80), Data Visualization (0.60)"
cv-00014.txt,job-00009.txt,BERT,0.5936548680067062,"R (1.00), Analyse de données (0.47), MySQL (0.46)"
cv-00014.txt,job-00009.txt,Word2Vec,0.596483337879181,"R (1.00), Analyse de données (0.57), Français (0.49)"
cv-00014.txt,job-00009.txt,ChatGPT,0.6,"SQL (0.90), Python (0.50), Power BI (0.80)"
cv-00014.txt,job-00010.txt,BERT,0.5940211594104767,"R (1.00), Analyse de données (0.47), MySQL (0.46)"
cv-00014.txt,job-00010.txt,Word2Vec,0.5960892230272293,"R (1.00), Analyse de données (0.56), Français (0.48)"
cv-00014.txt,job-00010.txt,ChatGPT,0.2,"SQL (0.85), Power BI (0.80), Data Visualization (0.70)"
cv-00015.txt,job-00001.txt,BERT,0.420535682439804,"Kubernetes (1.00), AWS (1.00), Français (0.99)"
cv-00015.txt,job-00001.txt,Word2Vec,0.42511749446392055,"Français (1.00), Anglais (0.96), R (0.93)"
cv-00015.txt,job-00001.txt,ChatGPT,0.2,"Virtualisation (0.95), Sauvegarde et récupération (0.50), Réseaux (0.30)"
cv-00015.txt,job-00002.txt,BERT,0.41985136151313773,"Kubernetes (1.00), AWS (1.00), Français (0.99)"
cv-00015.txt,job-00002.txt,Word2Vec,0.4243289428949356,"Français (1.00), Anglais (0.97), R (0.94)"
cv-00015.txt,job-00002.txt,ChatGPT,0.1,"Virtualisation (0.95), VMware vSphere (0.95), Microsoft Hyper-V (0.95)"
cv-00015.txt,job-00003.txt,BERT,0.4179908919334411,"AWS (1.00), Kubernetes (1.00), Français (0.99)"
cv-00015.txt,job-00003.txt,Word2Vec,0.4235848176479339,"Français (1.00), Anglais (0.97), R (0.96)"
cv-00015.txt,job-00003.txt,ChatGPT,0.2,"Cloud (AWS, Azure) (0.85), Virtualisation (VMware vSphere, Microsoft Hyper-V) (0.75), Scripting et automatisation (PowerShell, Bash) (0.60)"
cv-00015.txt,job-00004.txt,BERT,0.4218380826711654,"Kubernetes (1.00), AWS (1.00), Français (0.99)"
cv-00015.txt,job-00004.txt,Word2Vec,0.4251777637004852,"Français (1.00), Anglais (0.96), R (0.92)"
cv-00015.txt,job-00004.txt,ChatGPT,0.2,"Sécurité informatique (0.75), Développement logiciel (0.50), Tests de pénétration (0.00)"
cv-00015.txt,job-00005.txt,BERT,0.4223389136791229,"AWS (1.00), Kubernetes (1.00), Français (0.99)"
cv-00015.txt,job-00005.txt,Word2Vec,0.4237721610069275,"Français (1.00), Anglais (0.96), R (0.96)"
cv-00015.txt,job-00005.txt,ChatGPT,0.6,"AWS (0.30), Azure (0.30), Kubernetes (0.10)"
cv-00015.txt,job-00006.txt,BERT,0.42029378294944764,"Kubernetes (1.00), AWS (1.00), Français (0.99)"
cv-00015.txt,job-00006.txt,Word2Vec,0.4244481939077377,"Français (1.00), Anglais (0.96), R (0.95)"
cv-00015.txt,job-00006.txt,ChatGPT,0.2,"Virtualisation (0.85), VMware vSphere (0.85), Microsoft Hyper-V (0.80)"
cv-00015.txt,job-00007.txt,BERT,0.41811303973197933,"Kubernetes (1.00), AWS (1.00), Français (0.99)"
cv-00015.txt,job-00007.txt,Word2Vec,0.42525639712810515,"Français (1.00), Anglais (0.97), R (0.93)"
cv-00015.txt,job-00007.txt,ChatGPT,0.2,"Virtualisation (0.95), VMware vSphere (0.85), Microsoft Hyper-V (0.80)"
cv-00015.txt,job-00008.txt,BERT,0.4142207431793212,"AWS (1.00), Kubernetes (1.00), Français (0.99)"
cv-00015.txt,job-00008.txt,Word2Vec,0.4257369327545165,"Français (1.00), Anglais (0.97), R (0.91)"
cv-00015.txt,job-00008.txt,ChatGPT,0.2,"Virtualisation (0.95), VMware vSphere (0.85), Microsoft Hyper-V (0.80)"
cv-00015.txt,job-00009.txt,BERT,0.4178282070159912,"Kubernetes (1.00), AWS (1.00), Français (0.99)"
cv-00015.txt,job-00009.txt,Word2Vec,0.42453237056732174,"Français (1.00), Anglais (0.96), R (0.94)"
cv-00015.txt,job-00009.txt,ChatGPT,0.2,"Virtualisation (0.95), VMware vSphere (0.95), Microsoft Hyper-V (0.95)"
cv-00015.txt,job-00010.txt,BERT,0.41949908912181855,"Kubernetes (1.00), AWS (1.00), Français (0.99)"
cv-00015.txt,job-00010.txt,Word2Vec,0.42460377991199494,"Français (1.00), Anglais (0.97), R (0.94)"
cv-00015.txt,job-00010.txt,ChatGPT,0.2,"Virtualisation (0.95), VMware vSphere (0.95), Microsoft Hyper-V (0.95)"
